listing_id,host_id,property_type,room_type,city,country,accommodates,bedrooms,bathrooms,price_per_night,created_at,updated_at
511,215,Boutique Hotel,Entire home,Paris,France,9,4,3.5,866.25,2023-01-26 00:00:00,2023-07-20 00:00:00
512,161,Apartment,Entire home,Lima,Peru,3,1,1.0,93.75,2023-01-14 00:00:00,2024-05-09 00:00:00
513,241,House,Entire home,Montego Bay,Jamaica,5,2,1.5,247.25,2023-01-14 00:00:00,2023-09-15 00:00:00
514,152,Loft,Entire home,Singapore,Singapore,7,3,2.5,688.5,2023-01-07 00:00:00,2024-03-07 00:00:00
515,139,House,Entire home,Rio de Janeiro,Brazil,3,1,1.0,157.5,2023-02-04 00:00:00,2024-09-12 00:00:00
516,446,Loft,Entire home,Tokyo,Japan,7,3,2.5,513.0,2023-01-30 00:00:00,2023-09-13 00:00:00
517,125,House,Entire home,Singapore,Singapore,7,3,2.5,650.25,2023-02-13 00:00:00,2023-12-14 00:00:00
518,70,Loft,Entire home,Suva,Fiji,7,3,2.5,297.0,2023-01-24 00:00:00,2024-02-16 00:00:00
519,169,Boutique Hotel,Entire home,Tokyo,Japan,9,4,3.5,731.5,2023-01-11 00:00:00,2024-06-04 00:00:00
520,197,Boutique Hotel,Entire home,Santiago,Chile,9,4,3.5,338.8,2023-01-11 00:00:00,2024-06-20 00:00:00
521,70,Condo,Entire home,Suva,Fiji,5,2,1.5,220.0,2023-01-31 00:00:00,2024-06-28 00:00:00
522,199,House,Entire home,Sydney,Australia,5,2,1.5,440.75,2023-01-16 00:00:00,2023-07-13 00:00:00
523,83,Condo,Entire home,Madrid,Spain,3,1,1.0,248.0,2023-01-06 00:00:00,2023-12-21 00:00:00
524,457,Condo,Entire home,Singapore,Singapore,9,4,3.5,714.0,2023-02-04 00:00:00,2024-04-09 00:00:00
525,15,Condo,Entire home,Mexico City,Mexico,3,1,1.0,168.0,2023-01-21 00:00:00,2023-10-21 00:00:00
526,207,Loft,Entire home,Singapore,Singapore,5,2,1.5,586.5,2023-01-23 00:00:00,2024-06-24 00:00:00
527,247,Apartment,Entire home,Berlin,Germany,5,2,1.5,305.25,2023-01-23 00:00:00,2023-05-24 00:00:00
528,482,Boutique Hotel,Entire home,Mumbai,India,5,2,1.5,268.4,2023-02-06 00:00:00,2024-01-05 00:00:00
529,32,Loft,Entire home,Buenos Aires,Argentina,7,3,2.5,194.4,2023-01-30 00:00:00,2023-11-09 00:00:00
530,214,Apartment,Entire home,Sydney,Australia,9,4,3.5,502.25,2023-01-13 00:00:00,2023-06-03 00:00:00
531,221,Condo,Entire home,Dublin,Ireland,9,4,3.5,574.0,2023-02-13 00:00:00,2023-09-08 00:00:00
532,114,Apartment,Entire home,Dublin,Ireland,3,1,1.0,256.25,2023-01-26 00:00:00,2024-04-09 00:00:00
533,361,Boutique Hotel,Entire home,Santiago,Chile,7,3,2.5,303.6,2023-01-02 00:00:00,2023-05-21 00:00:00
534,166,Boutique Hotel,Entire home,New York,United States,5,2,1.5,869.25,2023-01-02 00:00:00,2023-11-08 00:00:00
535,64,House,Entire home,Berlin,Germany,7,3,2.5,471.75,2023-01-01 00:00:00,2023-05-23 00:00:00
536,432,House,Entire home,Rio de Janeiro,Brazil,7,3,2.5,229.5,2023-01-13 00:00:00,2024-06-02 00:00:00
537,93,Apartment,Entire home,Lima,Peru,9,4,3.5,183.75,2023-01-20 00:00:00,2023-12-19 00:00:00
538,206,Boutique Hotel,Entire home,Cairo,Egypt,9,4,3.5,250.25,2023-01-08 00:00:00,2024-06-11 00:00:00
539,309,Apartment,Entire home,Lima,Peru,9,4,3.5,183.75,2023-01-04 00:00:00,2024-01-07 00:00:00
540,376,Condo,Entire home,Swakopmund,Namibia,5,2,1.5,176.0,2023-02-15 00:00:00,2024-01-31 00:00:00
541,496,Loft,Entire home,Cape Town,South Africa,7,3,2.5,264.6,2023-02-12 00:00:00,2024-06-27 00:00:00
542,259,Boutique Hotel,Entire home,London,United Kingdom,3,1,1.0,569.75,2023-01-26 00:00:00,2024-02-01 00:00:00
543,249,Boutique Hotel,Entire home,Mumbai,India,5,2,1.5,268.4,2023-02-03 00:00:00,2024-08-25 00:00:00
544,62,Loft,Entire home,Warsaw,Poland,9,4,3.5,356.5,2023-01-01 00:00:00,2023-05-23 00:00:00
545,412,Loft,Entire home,Bangkok,Thailand,7,3,2.5,256.5,2023-01-22 00:00:00,2023-05-15 00:00:00
546,272,Loft,Entire home,Cairo,Egypt,7,3,2.5,175.5,2023-02-03 00:00:00,2023-07-14 00:00:00
547,217,Apartment,Entire home,Madrid,Spain,7,3,2.5,317.75,2023-01-29 00:00:00,2023-08-16 00:00:00
548,270,House,Entire home,Mexico City,Mexico,9,4,3.5,309.75,2023-02-14 00:00:00,2023-06-26 00:00:00
549,26,Loft,Entire home,Dublin,Ireland,9,4,3.5,635.5,2023-01-09 00:00:00,2024-01-01 00:00:00
550,414,Apartment,Entire home,Montego Bay,Jamaica,3,1,1.0,143.75,2023-02-07 00:00:00,2024-05-07 00:00:00
551,113,Apartment,Entire home,Auckland,New Zealand,9,4,3.5,453.25,2023-01-11 00:00:00,2024-06-28 00:00:00
552,394,Boutique Hotel,Entire home,New York,United States,3,1,1.0,755.25,2023-01-22 00:00:00,2024-03-31 00:00:00
553,420,Condo,Entire home,Mumbai,India,3,1,1.0,140.8,2023-01-17 00:00:00,2024-05-11 00:00:00
554,379,Condo,Entire home,Mexico City,Mexico,3,1,1.0,168.0,2023-02-02 00:00:00,2023-08-05 00:00:00
555,424,Condo,Entire home,Auckland,New Zealand,5,2,1.5,370.0,2023-01-05 00:00:00,2024-04-18 00:00:00
556,80,House,Entire home,Madrid,Spain,3,1,1.0,271.25,2023-01-24 00:00:00,2023-08-22 00:00:00
557,445,Boutique Hotel,Entire home,New York,United States,7,3,2.5,983.25,2023-02-12 00:00:00,2023-07-25 00:00:00
558,72,Boutique Hotel,Entire home,Suva,Fiji,3,1,1.0,291.5,2023-01-07 00:00:00,2023-12-19 00:00:00
559,380,Loft,Entire home,Mexico City,Mexico,3,1,1.0,199.5,2023-02-05 00:00:00,2024-07-30 00:00:00
560,249,Boutique Hotel,Entire home,Mumbai,India,7,3,2.5,303.6,2023-01-08 00:00:00,2023-05-05 00:00:00
561,260,Condo,Entire home,Berlin,Germany,7,3,2.5,444.0,2023-01-09 00:00:00,2023-06-24 00:00:00
562,137,House,Entire home,Toronto,Canada,9,4,3.5,575.25,2023-01-18 00:00:00,2023-08-24 00:00:00
563,270,Condo,Entire home,Mexico City,Mexico,7,3,2.5,252.0,2023-02-03 00:00:00,2023-08-22 00:00:00
564,294,House,Entire home,Swakopmund,Namibia,7,3,2.5,224.4,2023-01-01 00:00:00,2023-11-12 00:00:00
565,203,Loft,Entire home,Marrakech,Morocco,9,4,3.5,254.2,2023-01-28 00:00:00,2024-01-04 00:00:00
566,261,Condo,Entire home,Cairo,Egypt,5,2,1.5,130.0,2023-01-26 00:00:00,2023-07-04 00:00:00
567,308,Apartment,Entire home,Lima,Peru,7,3,2.5,153.75,2023-01-13 00:00:00,2023-07-02 00:00:00
568,276,Boutique Hotel,Entire home,Santiago,Chile,7,3,2.5,303.6,2023-02-07 00:00:00,2023-09-29 00:00:00
569,287,Boutique Hotel,Entire home,Swakopmund,Namibia,3,1,1.0,233.2,2023-01-09 00:00:00,2023-10-31 00:00:00
570,76,House,Entire home,Auckland,New Zealand,7,3,2.5,471.75,2023-01-22 00:00:00,2024-07-25 00:00:00
571,260,Loft,Entire home,Berlin,Germany,5,2,1.5,425.5,2023-02-10 00:00:00,2024-02-11 00:00:00
572,156,Condo,Entire home,Livingstone,Zambia,5,2,1.5,144.0,2023-01-01 00:00:00,2023-07-27 00:00:00
573,140,House,Entire home,Auckland,New Zealand,5,2,1.5,397.75,2023-02-07 00:00:00,2023-10-18 00:00:00
574,57,Apartment,Entire home,Singapore,Singapore,9,4,3.5,624.75,2023-01-29 00:00:00,2023-12-13 00:00:00
575,479,Boutique Hotel,Entire home,Buenos Aires,Argentina,7,3,2.5,248.4,2023-01-07 00:00:00,2023-08-24 00:00:00
576,86,Loft,Entire home,Sydney,Australia,5,2,1.5,471.5,2023-02-14 00:00:00,2024-02-10 00:00:00
577,447,Loft,Entire home,Montego Bay,Jamaica,5,2,1.5,264.5,2023-01-03 00:00:00,2024-02-02 00:00:00
578,32,Condo,Entire home,Buenos Aires,Argentina,5,2,1.5,144.0,2023-01-26 00:00:00,2023-07-18 00:00:00
579,166,Condo,Entire home,New York,United States,5,2,1.5,570.0,2023-01-14 00:00:00,2024-03-11 00:00:00
580,79,Condo,Entire home,Suva,Fiji,9,4,3.5,308.0,2023-02-02 00:00:00,2023-05-26 00:00:00
581,373,Condo,Entire home,Rio de Janeiro,Brazil,7,3,2.5,216.0,2023-01-30 00:00:00,2023-11-19 00:00:00
582,482,Loft,Entire home,Mumbai,India,7,3,2.5,237.6,2023-02-10 00:00:00,2023-08-11 00:00:00
583,165,Condo,Entire home,Warsaw,Poland,3,1,1.0,184.0,2023-01-04 00:00:00,2024-03-26 00:00:00
584,310,Loft,Entire home,London,United Kingdom,9,4,3.5,666.5,2023-02-08 00:00:00,2023-11-06 00:00:00
585,333,Apartment,Entire home,Toronto,Canada,9,4,3.5,477.75,2023-02-03 00:00:00,2024-03-27 00:00:00
586,158,Boutique Hotel,Entire home,Livingstone,Zambia,7,3,2.5,248.4,2023-02-08 00:00:00,2024-05-15 00:00:00
587,306,Boutique Hotel,Entire home,Santiago,Chile,9,4,3.5,338.8,2023-01-11 00:00:00,2024-01-29 00:00:00
588,124,Condo,Entire home,Berlin,Germany,5,2,1.5,370.0,2023-02-01 00:00:00,2024-01-30 00:00:00
589,346,House,Entire home,Madrid,Spain,5,2,1.5,333.25,2023-01-07 00:00:00,2023-11-30 00:00:00
590,374,Loft,Entire home,Livingstone,Zambia,9,4,3.5,223.2,2023-02-15 00:00:00,2023-12-20 00:00:00
591,175,Loft,Entire home,Cairo,Egypt,3,1,1.0,123.5,2023-01-28 00:00:00,2024-07-01 00:00:00
592,416,House,Entire home,Seoul,South Korea,9,4,3.5,516.25,2023-01-27 00:00:00,2023-05-16 00:00:00
593,428,Loft,Entire home,Mexico City,Mexico,5,2,1.5,241.5,2023-01-09 00:00:00,2023-07-09 00:00:00
594,411,Apartment,Entire home,Toronto,Canada,3,1,1.0,243.75,2023-02-08 00:00:00,2024-09-15 00:00:00
595,160,Loft,Entire home,Berlin,Germany,7,3,2.5,499.5,2023-01-28 00:00:00,2023-12-26 00:00:00
596,466,Condo,Entire home,Suva,Fiji,5,2,1.5,220.0,2023-01-07 00:00:00,2023-10-13 00:00:00
597,405,House,Entire home,Warsaw,Poland,9,4,3.5,339.25,2023-01-11 00:00:00,2024-01-24 00:00:00
598,253,Boutique Hotel,Entire home,Paris,France,3,1,1.0,596.25,2023-01-10 00:00:00,2024-04-11 00:00:00
599,381,House,Entire home,Bangkok,Thailand,5,2,1.5,204.25,2023-02-15 00:00:00,2023-11-22 00:00:00
600,338,Condo,Entire home,Warsaw,Poland,3,1,1.0,184.0,2023-01-12 00:00:00,2023-12-07 00:00:00
601,202,Boutique Hotel,Entire home,Santiago,Chile,5,2,1.5,268.4,2023-01-20 00:00:00,2024-04-07 00:00:00
602,5,Loft,Entire home,Buenos Aires,Argentina,3,1,1.0,136.8,2023-01-05 00:00:00,2023-10-31 00:00:00
603,190,House,Entire home,Cairo,Egypt,3,1,1.0,113.75,2023-01-10 00:00:00,2024-04-22 00:00:00
604,128,Loft,Entire home,Singapore,Singapore,9,4,3.5,790.5,2023-01-06 00:00:00,2023-10-28 00:00:00
605,344,Condo,Entire home,Toronto,Canada,3,1,1.0,312.0,2023-01-16 00:00:00,2023-11-09 00:00:00
606,26,Apartment,Entire home,Dublin,Ireland,9,4,3.5,502.25,2023-01-12 00:00:00,2023-05-20 00:00:00
607,16,Apartment,Entire home,Rome,Italy,5,2,1.5,288.75,2023-01-15 00:00:00,2024-08-07 00:00:00
608,320,House,Entire home,New York,United States,3,1,1.0,498.75,2023-02-09 00:00:00,2024-09-17 00:00:00
609,166,Boutique Hotel,Entire home,New York,United States,3,1,1.0,755.25,2023-01-14 00:00:00,2024-08-30 00:00:00
610,496,Condo,Entire home,Cape Town,South Africa,3,1,1.0,156.8,2023-01-28 00:00:00,2023-06-01 00:00:00
611,32,Boutique Hotel,Entire home,Buenos Aires,Argentina,7,3,2.5,248.4,2023-01-27 00:00:00,2023-08-08 00:00:00
612,305,Condo,Entire home,Cairo,Egypt,7,3,2.5,156.0,2023-02-15 00:00:00,2024-10-06 00:00:00
613,405,House,Entire home,Warsaw,Poland,9,4,3.5,339.25,2023-02-09 00:00:00,2024-04-07 00:00:00
614,88,House,Entire home,London,United Kingdom,5,2,1.5,462.25,2023-01-16 00:00:00,2023-05-22 00:00:00
615,181,Condo,Entire home,Paris,France,5,2,1.5,450.0,2023-01-21 00:00:00,2023-08-14 00:00:00
616,280,Apartment,Entire home,Madrid,Spain,7,3,2.5,317.75,2023-01-23 00:00:00,2023-08-07 00:00:00
617,75,Loft,Entire home,Bangkok,Thailand,3,1,1.0,180.5,2023-01-24 00:00:00,2023-11-09 00:00:00
618,273,House,Entire home,Warsaw,Poland,7,3,2.5,293.25,2023-01-01 00:00:00,2023-11-30 00:00:00
619,238,Condo,Entire home,Swakopmund,Namibia,5,2,1.5,176.0,2023-02-13 00:00:00,2024-06-20 00:00:00
620,29,Condo,Entire home,Mumbai,India,5,2,1.5,176.0,2023-02-09 00:00:00,2024-08-09 00:00:00
621,463,House,Entire home,Auckland,New Zealand,5,2,1.5,397.75,2023-01-30 00:00:00,2024-03-30 00:00:00
622,412,Apartment,Entire home,Bangkok,Thailand,7,3,2.5,194.75,2023-01-10 00:00:00,2023-05-10 00:00:00
623,216,Condo,Entire home,Madrid,Spain,7,3,2.5,372.0,2023-01-03 00:00:00,2023-09-14 00:00:00
624,52,House,Entire home,Seoul,South Korea,3,1,1.0,306.25,2023-01-20 00:00:00,2024-07-30 00:00:00
625,447,Condo,Entire home,Montego Bay,Jamaica,5,2,1.5,230.0,2023-02-11 00:00:00,2024-07-08 00:00:00
626,483,House,Entire home,Mexico City,Mexico,7,3,2.5,267.75,2023-01-17 00:00:00,2023-12-03 00:00:00
627,14,Boutique Hotel,Entire home,Tokyo,Japan,5,2,1.5,579.5,2023-01-09 00:00:00,2023-11-06 00:00:00
628,235,Apartment,Entire home,Auckland,New Zealand,5,2,1.5,305.25,2023-02-15 00:00:00,2024-07-01 00:00:00
629,310,Loft,Entire home,London,United Kingdom,5,2,1.5,494.5,2023-02-10 00:00:00,2024-07-25 00:00:00
630,485,Loft,Entire home,Suva,Fiji,5,2,1.5,253.0,2023-01-30 00:00:00,2023-07-18 00:00:00
631,380,Boutique Hotel,Entire home,Mexico City,Mexico,5,2,1.5,320.25,2023-02-15 00:00:00,2024-01-01 00:00:00
632,199,Condo,Entire home,Sydney,Australia,3,1,1.0,328.0,2023-02-14 00:00:00,2024-08-12 00:00:00
633,389,Condo,Entire home,Livingstone,Zambia,3,1,1.0,115.2,2023-01-27 00:00:00,2023-12-26 00:00:00
634,281,Condo,Entire home,Warsaw,Poland,7,3,2.5,276.0,2023-01-19 00:00:00,2024-04-16 00:00:00
635,205,Condo,Entire home,Sydney,Australia,9,4,3.5,574.0,2023-01-20 00:00:00,2023-12-10 00:00:00
636,495,Condo,Entire home,Lima,Peru,9,4,3.5,210.0,2023-01-01 00:00:00,2024-08-23 00:00:00
637,448,Loft,Entire home,Bangkok,Thailand,5,2,1.5,218.5,2023-01-02 00:00:00,2023-12-05 00:00:00
638,2,Condo,Entire home,Marrakech,Morocco,7,3,2.5,196.8,2023-01-18 00:00:00,2024-01-25 00:00:00
639,348,House,Entire home,Montego Bay,Jamaica,5,2,1.5,247.25,2023-01-07 00:00:00,2024-08-28 00:00:00
640,324,Loft,Entire home,Warsaw,Poland,5,2,1.5,264.5,2023-01-11 00:00:00,2023-12-15 00:00:00
641,30,House,Entire home,Seoul,South Korea,9,4,3.5,516.25,2023-02-15 00:00:00,2023-08-03 00:00:00
642,442,House,Entire home,Toronto,Canada,3,1,1.0,341.25,2023-02-14 00:00:00,2023-10-22 00:00:00
643,146,Apartment,Entire home,Mumbai,India,9,4,3.5,215.6,2023-01-11 00:00:00,2024-02-01 00:00:00
644,370,Boutique Hotel,Entire home,Lima,Peru,9,4,3.5,288.75,2023-01-13 00:00:00,2024-03-27 00:00:00
645,352,House,Entire home,Warsaw,Poland,9,4,3.5,339.25,2023-02-11 00:00:00,2023-08-24 00:00:00
646,28,Loft,Entire home,Marrakech,Morocco,9,4,3.5,254.2,2023-01-05 00:00:00,2024-06-22 00:00:00
647,268,Condo,Entire home,Mumbai,India,7,3,2.5,211.2,2023-01-23 00:00:00,2024-03-02 00:00:00
648,6,House,Entire home,Buenos Aires,Argentina,9,4,3.5,212.4,2023-01-05 00:00:00,2023-09-11 00:00:00
649,54,Apartment,Entire home,Toronto,Canada,7,3,2.5,399.75,2023-02-04 00:00:00,2024-07-13 00:00:00
650,467,House,Entire home,Rome,Italy,9,4,3.5,516.25,2023-01-16 00:00:00,2024-01-20 00:00:00
651,474,Apartment,Entire home,Livingstone,Zambia,7,3,2.5,147.6,2023-02-10 00:00:00,2024-08-18 00:00:00
652,106,Loft,Entire home,Seoul,South Korea,7,3,2.5,472.5,2023-01-26 00:00:00,2023-07-10 00:00:00
653,331,Condo,Entire home,Toronto,Canada,7,3,2.5,468.0,2023-01-30 00:00:00,2024-08-24 00:00:00
654,325,Loft,Entire home,Dublin,Ireland,7,3,2.5,553.5,2023-01-04 00:00:00,2024-03-15 00:00:00
655,354,House,Entire home,Tokyo,Japan,5,2,1.5,408.5,2023-01-12 00:00:00,2023-09-19 00:00:00
656,328,Loft,Entire home,Seoul,South Korea,7,3,2.5,472.5,2023-01-27 00:00:00,2024-08-28 00:00:00
657,344,Boutique Hotel,Entire home,Toronto,Canada,5,2,1.5,594.75,2023-02-04 00:00:00,2024-04-17 00:00:00
658,65,House,Entire home,Buenos Aires,Argentina,5,2,1.5,154.8,2023-01-06 00:00:00,2023-08-11 00:00:00
659,359,Apartment,Entire home,Singapore,Singapore,7,3,2.5,522.75,2023-01-27 00:00:00,2023-10-25 00:00:00
660,14,Boutique Hotel,Entire home,Tokyo,Japan,9,4,3.5,731.5,2023-02-03 00:00:00,2023-06-29 00:00:00
661,181,Boutique Hotel,Entire home,Paris,France,9,4,3.5,866.25,2023-01-05 00:00:00,2023-11-14 00:00:00
662,362,Apartment,Entire home,New York,United States,7,3,2.5,584.25,2023-01-08 00:00:00,2023-06-08 00:00:00
663,184,House,Entire home,Madrid,Spain,5,2,1.5,333.25,2023-01-02 00:00:00,2023-08-05 00:00:00
664,437,Boutique Hotel,Entire home,Seoul,South Korea,5,2,1.5,533.75,2023-02-06 00:00:00,2023-09-09 00:00:00
665,12,Apartment,Entire home,Livingstone,Zambia,5,2,1.5,118.8,2023-01-13 00:00:00,2024-05-27 00:00:00
666,340,Loft,Entire home,Lima,Peru,3,1,1.0,142.5,2023-01-09 00:00:00,2024-03-04 00:00:00
667,318,Loft,Entire home,Toronto,Canada,7,3,2.5,526.5,2023-01-24 00:00:00,2024-03-23 00:00:00
668,253,Loft,Entire home,Paris,France,7,3,2.5,607.5,2023-02-06 00:00:00,2024-06-08 00:00:00
669,323,Apartment,Entire home,Dublin,Ireland,9,4,3.5,502.25,2023-01-21 00:00:00,2023-09-12 00:00:00
670,198,Loft,Entire home,Swakopmund,Namibia,3,1,1.0,167.2,2023-02-05 00:00:00,2024-07-16 00:00:00
671,492,Condo,Entire home,Rome,Italy,9,4,3.5,490.0,2023-01-02 00:00:00,2024-02-17 00:00:00
672,130,Boutique Hotel,Entire home,Sydney,Australia,7,3,2.5,707.25,2023-01-28 00:00:00,2024-08-19 00:00:00
673,359,Loft,Entire home,Singapore,Singapore,7,3,2.5,688.5,2023-01-08 00:00:00,2024-04-21 00:00:00
674,200,Apartment,Entire home,Mexico City,Mexico,9,4,3.5,257.25,2023-01-30 00:00:00,2024-08-04 00:00:00
675,432,Boutique Hotel,Entire home,Rio de Janeiro,Brazil,9,4,3.5,346.5,2023-01-11 00:00:00,2024-08-11 00:00:00
676,462,Boutique Hotel,Entire home,Paris,France,9,4,3.5,866.25,2023-01-19 00:00:00,2023-10-23 00:00:00
677,22,Condo,Entire home,Mumbai,India,7,3,2.5,211.2,2023-01-10 00:00:00,2023-05-26 00:00:00
678,64,Boutique Hotel,Entire home,Berlin,Germany,5,2,1.5,564.25,2023-01-13 00:00:00,2023-11-21 00:00:00
679,400,Boutique Hotel,Entire home,Mexico City,Mexico,5,2,1.5,320.25,2023-01-24 00:00:00,2024-02-24 00:00:00
680,445,Loft,Entire home,New York,United States,3,1,1.0,541.5,2023-01-14 00:00:00,2024-08-12 00:00:00
681,452,Apartment,Entire home,Montego Bay,Jamaica,7,3,2.5,235.75,2023-01-06 00:00:00,2024-05-20 00:00:00
682,320,Condo,Entire home,New York,United States,5,2,1.5,570.0,2023-01-03 00:00:00,2023-07-28 00:00:00
683,368,Condo,Entire home,Cape Town,South Africa,9,4,3.5,274.4,2023-01-20 00:00:00,2023-05-16 00:00:00
684,377,Condo,Entire home,Swakopmund,Namibia,7,3,2.5,211.2,2023-02-06 00:00:00,2024-04-21 00:00:00
685,411,House,Entire home,Toronto,Canada,7,3,2.5,497.25,2023-01-20 00:00:00,2023-11-06 00:00:00
686,468,Boutique Hotel,Entire home,Auckland,New Zealand,7,3,2.5,638.25,2023-02-13 00:00:00,2024-08-20 00:00:00
687,11,Condo,Entire home,Marrakech,Morocco,7,3,2.5,196.8,2023-02-01 00:00:00,2024-07-15 00:00:00
688,381,Loft,Entire home,Bangkok,Thailand,9,4,3.5,294.5,2023-01-16 00:00:00,2024-02-11 00:00:00
689,145,Condo,Entire home,Toronto,Canada,5,2,1.5,390.0,2023-01-05 00:00:00,2023-09-13 00:00:00
690,450,Loft,Entire home,Madrid,Spain,9,4,3.5,480.5,2023-01-25 00:00:00,2023-12-07 00:00:00
691,57,Apartment,Entire home,Singapore,Singapore,3,1,1.0,318.75,2023-01-23 00:00:00,2023-11-13 00:00:00
692,11,Condo,Entire home,Marrakech,Morocco,3,1,1.0,131.2,2023-01-23 00:00:00,2023-09-06 00:00:00
693,254,House,Entire home,Bangkok,Thailand,3,1,1.0,166.25,2023-01-19 00:00:00,2024-05-08 00:00:00
694,256,Boutique Hotel,Entire home,Buenos Aires,Argentina,3,1,1.0,190.8,2023-02-07 00:00:00,2023-06-23 00:00:00
695,85,Apartment,Entire home,Santiago,Chile,9,4,3.5,215.6,2023-01-13 00:00:00,2023-05-07 00:00:00
696,123,House,Entire home,Mexico City,Mexico,3,1,1.0,183.75,2023-01-09 00:00:00,2024-04-04 00:00:00
697,197,House,Entire home,Santiago,Chile,9,4,3.5,259.6,2023-01-09 00:00:00,2023-07-30 00:00:00
698,492,Condo,Entire home,Rome,Italy,5,2,1.5,350.0,2023-01-17 00:00:00,2024-08-15 00:00:00
699,231,Boutique Hotel,Entire home,Rio de Janeiro,Brazil,3,1,1.0,238.5,2023-01-31 00:00:00,2024-06-19 00:00:00
700,375,Loft,Entire home,Warsaw,Poland,9,4,3.5,356.5,2023-01-08 00:00:00,2023-08-18 00:00:00
701,304,Apartment,Entire home,Sydney,Australia,7,3,2.5,420.25,2023-01-04 00:00:00,2024-06-19 00:00:00
702,214,Condo,Entire home,Sydney,Australia,3,1,1.0,328.0,2023-02-15 00:00:00,2024-07-28 00:00:00
703,498,Boutique Hotel,Entire home,Livingstone,Zambia,7,3,2.5,248.4,2023-01-06 00:00:00,2023-12-02 00:00:00
704,190,House,Entire home,Cairo,Egypt,7,3,2.5,165.75,2023-01-14 00:00:00,2024-04-18 00:00:00
705,492,House,Entire home,Rome,Italy,7,3,2.5,446.25,2023-01-15 00:00:00,2023-09-12 00:00:00
706,325,Loft,Entire home,Dublin,Ireland,9,4,3.5,635.5,2023-01-20 00:00:00,2023-09-24 00:00:00
707,129,Condo,Entire home,Madrid,Spain,7,3,2.5,372.0,2023-02-13 00:00:00,2023-09-20 00:00:00
708,43,Boutique Hotel,Entire home,Suva,Fiji,7,3,2.5,379.5,2023-01-10 00:00:00,2023-09-09 00:00:00
709,102,Apartment,Entire home,Toronto,Canada,3,1,1.0,243.75,2023-01-07 00:00:00,2024-07-02 00:00:00
710,448,Apartment,Entire home,Bangkok,Thailand,3,1,1.0,118.75,2023-01-14 00:00:00,2024-06-21 00:00:00
711,26,House,Entire home,Dublin,Ireland,7,3,2.5,522.75,2023-02-03 00:00:00,2023-10-27 00:00:00
712,189,Condo,Entire home,Montego Bay,Jamaica,7,3,2.5,276.0,2023-01-18 00:00:00,2024-08-23 00:00:00
713,495,Apartment,Entire home,Lima,Peru,5,2,1.5,123.75,2023-01-08 00:00:00,2023-06-12 00:00:00
714,191,Boutique Hotel,Entire home,Dublin,Ireland,3,1,1.0,543.25,2023-01-18 00:00:00,2024-03-12 00:00:00
715,260,Boutique Hotel,Entire home,Berlin,Germany,3,1,1.0,490.25,2023-01-16 00:00:00,2023-10-25 00:00:00
716,457,House,Entire home,Singapore,Singapore,3,1,1.0,446.25,2023-01-08 00:00:00,2023-10-25 00:00:00
717,87,House,Entire home,Montego Bay,Jamaica,3,1,1.0,201.25,2023-01-11 00:00:00,2024-01-18 00:00:00
718,246,Loft,Entire home,Lima,Peru,3,1,1.0,142.5,2023-01-10 00:00:00,2023-05-06 00:00:00
719,84,Boutique Hotel,Entire home,Montego Bay,Jamaica,5,2,1.5,350.75,2023-02-11 00:00:00,2024-02-28 00:00:00
720,459,House,Entire home,Auckland,New Zealand,7,3,2.5,471.75,2023-02-13 00:00:00,2024-09-04 00:00:00
721,28,Apartment,Entire home,Marrakech,Morocco,5,2,1.5,135.3,2023-01-05 00:00:00,2023-05-01 00:00:00
722,328,House,Entire home,Seoul,South Korea,5,2,1.5,376.25,2023-02-14 00:00:00,2023-11-06 00:00:00
723,11,Condo,Entire home,Marrakech,Morocco,9,4,3.5,229.6,2023-02-02 00:00:00,2024-08-12 00:00:00
724,6,Condo,Entire home,Buenos Aires,Argentina,9,4,3.5,201.6,2023-01-23 00:00:00,2024-03-08 00:00:00
725,255,House,Entire home,Mexico City,Mexico,7,3,2.5,267.75,2023-01-14 00:00:00,2024-05-11 00:00:00
726,145,Apartment,Entire home,Toronto,Canada,3,1,1.0,243.75,2023-02-03 00:00:00,2024-08-14 00:00:00
727,470,Loft,Entire home,London,United Kingdom,3,1,1.0,408.5,2023-01-26 00:00:00,2024-05-21 00:00:00
728,301,Boutique Hotel,Entire home,Lima,Peru,5,2,1.5,228.75,2023-01-11 00:00:00,2023-12-09 00:00:00
729,221,Loft,Entire home,Dublin,Ireland,9,4,3.5,635.5,2023-01-12 00:00:00,2024-04-11 00:00:00
730,313,Condo,Entire home,Paris,France,7,3,2.5,540.0,2023-02-15 00:00:00,2024-04-21 00:00:00
731,30,Condo,Entire home,Seoul,South Korea,9,4,3.5,490.0,2023-01-14 00:00:00,2023-05-17 00:00:00
732,103,Condo,Entire home,Rome,Italy,5,2,1.5,350.0,2023-01-11 00:00:00,2023-07-16 00:00:00
733,426,House,Entire home,Santiago,Chile,9,4,3.5,259.6,2023-01-07 00:00:00,2024-03-11 00:00:00
734,306,Boutique Hotel,Entire home,Santiago,Chile,5,2,1.5,268.4,2023-01-24 00:00:00,2023-10-01 00:00:00
735,148,Loft,Entire home,Singapore,Singapore,7,3,2.5,688.5,2023-02-07 00:00:00,2024-04-28 00:00:00
736,487,Condo,Entire home,Rio de Janeiro,Brazil,9,4,3.5,252.0,2023-01-03 00:00:00,2023-08-18 00:00:00
